   Department,Year,    Age ,  Gender,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,Level
CSE,4,23,Male,5,4,1,3,4,1,2,3,3,4,3,2,3,4,3,2,1,1,2,3,3,3,2,4,3,2.76
CSE,4,23,Male,1,1,1,2,4,1,5,1,2,3,3,2,1,2,1,1,1,2,1,2,2,2,3,1,2,1.88
CSE,4,21,Male,2,5,5,5,4,5,5,5,5,5,5,4,4,5,4,5,1,1,5,5,4,4,1,3,1,3.92
CSE,4,23,Male,5,5,3,4,5,2,3,4,3,2,3,4,1,3,3,4,3,2,1,3,2,1,3,4,3,3.04
CSE,4,22,Female,3,4,1,1,4,5,1,4,4,4,2,2,2,4,4,2,2,2,2,2,2,4,4,4,2,2.84
CSE,4,21,Female,1,1,3,1,5,1,5,5,3,2,4,2,1,5,1,4,1,1,5,2,2,4,2,3,5,2.76
CSE,4,23,Female,1,1,1,2,5,3,5,4,3,4,5,2,1,3,4,4,1,1,4,2,3,3,2,4,5,2.92
CSE,4,21,Female,5,5,5,1,5,1,2,2,4,1,1,2,1,3,3,2,1,1,2,3,1,1,1,1,3,2.28
CSE,4,22,Male,5,5,5,1,5,1,2,2,4,1,1,2,1,3,3,2,1,1,2,3,1,1,1,1,3,2.28
CSE,4,23,Male,1,3,5,3,4,1,5,4,4,4,5,5,1,5,5,2,5,5,1,4,1,4,3,5,5,3.6
CSE,4,22,Female,5,5,5,1,5,1,2,2,4,1,1,2,1,3,3,2,1,1,2,3,1,1,1,1,3,2.28
CSE,4,23,Female,1,1,1,1,5,1,4,1,1,4,1,1,1,1,1,2,1,1,2,4,2,2,2,4,4,1.96
CSE,4,21,Female,1,1,5,2,1,2,2,5,3,2,1,3,2,2,2,2,2,2,2,3,1,1,1,5,4,2.28
CSE,4,22,Male,5,1,1,1,1,5,1,4,4,4,2,2,2,2,4,2,2,2,2,3,2,2,2,2,2,2.4
CSE,4,23,Male,1,1,1,5,2,1,2,5,3,5,1,4,4,5,1,1,3,1,1,5,5,5,1,4,1,2.72
CSE,4,21,Male,1,1,5,2,1,2,2,4,4,2,1,3,1,3,3,3,3,2,3,2,2,3,1,1,1,2.24
CSE,4,23,Female,1,1,1,1,3,1,2,2,2,2,2,2,2,2,3,2,2,3,2,2,2,2,2,3,3,2
CSE,4,21,Male,5,4,1,1,3,1,2,1,3,2,4,1,3,2,4,1,5,1,3,2,4,2,3,1,2,2.44
CSE,4,23,Male,5,1,2,4,4,2,2,1,2,3,1,3,1,4,1,5,3,2,3,1,2,4,2,1,3,2.48
CSE,4,22,Male,4,1,2,4,5,2,3,1,3,4,3,1,2,4,4,3,4,1,2,3,2,4,1,4,1,2.72
CSE,4,24,Male,5,4,2,3,5,1,4,5,3,5,2,4,1,3,2,4,2,1,3,1,5,1,3,5,1,3
CSE,4,22,Male,1,1,1,1,1,3,2,5,2,1,2,1,1,3,1,1,3,1,1,3,2,2,3,1,5,1.92
CSE,4,22,Male,1,1,1,1,1,3,2,5,2,1,2,1,1,3,1,1,3,1,1,3,2,2,3,1,5,1.92
CSE,4,22,Male,1,1,5,3,5,1,5,5,4,2,1,3,1,3,1,1,3,5,1,3,2,5,2,4,5,2.88
CSE,4,23,Male,1,5,2,1,1,2,1,5,3,2,5,5,3,3,1,5,3,3,2,3,2,5,3,3,4,2.92
CSE,4,23,Male,5,5,3,5,5,5,2,4,4,5,2,3,1,4,5,1,2,1,1,3,1,1,1,5,4,3.12
CSE,4,23,Male,5,5,1,2,5,1,5,5,4,2,5,3,3,5,3,5,3,2,5,4,3,5,3,1,3,3.52
CSE,4,23,Male,5,5,1,4,1,2,1,3,2,5,4,4,3,3,4,2,2,1,4,4,5,3,5,3,1,3.08
CSE,4,23,Male,5,5,1,2,2,2,2,5,4,5,2,3,3,4,5,3,5,5,5,5,3,1,3,3,5,3.52
CSE,4,22,Male,4,5,5,1,5,1,2,1,1,2,3,1,1,5,3,1,4,1,1,1,3,5,3,2,5,2.64
CSE,4,22,Male,5,4,3,2,1,1,2,5,4,3,2,1,1,4,5,4,3,4,5,4,3,2,5,5,5,3.32
CSE,4,22,Male,5,4,3,2,1,2,3,5,4,3,2,1,1,2,3,4,5,4,3,2,1,2,3,4,5,2.96
CSE,4,23,Male,5,4,3,2,1,1,2,5,4,3,2,1,1,2,3,4,5,4,3,2,1,2,3,4,5,2.88
CSE,4,25,Male,5,2,1,1,1,3,4,4,3,2,1,2,2,3,3,3,2,2,2,2,2,2,2,4,5,2.52
CSE,4,23,Male,5,4,3,2,1,2,3,5,4,3,2,1,2,3,4,5,4,3,2,1,2,3,4,5,5,3.12
CSE,4,22,Male,3,3,3,4,5,4,4,5,2,4,5,5,2,5,2,2,2,2,1,5,5,5,1,5,5,3.56
CSE,4,22,Female,5,5,2,5,1,2,5,2,2,4,2,2,5,5,4,2,2,2,2,4,2,2,2,4,2,3
CSE,4,21,Female,5,4,3,2,1,1,2,5,4,3,2,1,2,3,4,5,5,4,3,2,1,2,3,4,5,3.04
CSE,4,23,Female,5,1,1,1,5,5,3,1,1,2,3,1,1,3,1,3,1,1,3,3,1,1,3,3,1,2.16
CSE,4,21,Female,4,1,1,1,5,1,3,1,1,2,3,1,1,1,3,1,4,1,1,1,3,5,3,2,5,2.2
CSE,4,22,Male,5,4,3,5,5,4,3,5,4,5,4,4,2,4,4,4,2,2,3,4,4,4,2,4,4,3.76
CSE,3,22,Male,3,5,5,4,1,5,4,3,4,5,4,4,5,3,4,4,3,2,4,4,4,3,5,4,5,3.88
CSE,3,22,Male,3,4,3,4,5,5,4,3,4,5,4,3,3,5,2,4,3,2,4,4,4,3,5,4,5,3.8
CSE,3,22,Male,5,4,4,4,5,5,3,3,4,3,2,3,1,3,3,3,3,2,1,3,3,3,3,4,4,3.24
CSE,3,23,Male,1,2,1,1,3,1,1,1,5,4,2,5,4,1,1,3,3,4,5,2,1,3,4,1,2,2.44
CSE,3,23,Male,5,3,1,1,5,3,4,5,4,3,1,1,5,4,2,1,1,1,2,1,4,5,5,4,1,2.88
CSE,3,21,Female,5,5,4,1,5,3,3,3,2,2,2,1,1,2,1,3,1,1,2,3,1,2,4,3,3,2.52
CSE,3,22,Female,5,1,5,4,5,1,4,4,3,2,1,3,1,3,1,1,3,2,1,1,3,1,1,2,4,2.48
CSE,3,22,Female,5,3,1,1,5,3,1,5,4,4,1,4,1,2,5,5,4,1,1,4,5,5,5,3,1,3.16
CSE,3,22,Female,5,1,1,2,5,3,4,5,3,2,1,2,2,3,4,3,2,2,2,3,2,2,2,4,2,2.68
CSE,3,24,Male,5,4,5,4,3,2,2,3,4,4,3,2,3,4,3,5,4,2,1,1,1,5,1,4,2,3.08
CSE,3,22,Male,5,4,3,1,5,2,3,3,4,3,2,4,2,5,1,2,4,1,3,2,4,4,2,1,1,2.84
CSE,3,23,Male,5,5,2,1,2,5,5,4,2,5,5,2,4,5,3,5,2,2,4,2,5,5,3,4,5,3.68
CSE,3,21,Male,5,5,2,1,2,5,5,4,2,5,2,2,5,5,3,5,2,2,5,2,2,4,3,4,5,3.48
CSE,3,23,Male,5,1,1,1,2,3,4,3,2,4,3,1,3,1,1,1,1,5,4,5,5,5,4,5,5,3
CSE,3,23,Male,5,4,3,5,4,2,3,3,4,3,2,4,2,5,4,3,2,4,4,5,4,3,2,4,2,3.44
CSE,3,23,Male,5,3,5,3,5,3,5,3,3,4,5,5,5,2,5,3,3,5,4,3,3,3,5,3,5,3.92
CSE,3,23,Male,5,4,3,5,1,3,2,4,5,3,5,2,4,5,4,3,5,4,3,5,3,5,2,5,5,3.8
CSE,3,22,Male,3,5,2,5,5,5,4,4,3,5,5,2,3,3,5,3,2,1,5,5,3,1,4,3,5,3.64
CSE,3,22,Male,4,5,1,1,3,5,5,5,1,3,4,4,3,5,3,5,3,2,4,1,4,3,3,4,4,3.4
CSE,3,23,Male,5,3,4,3,4,2,5,4,3,3,2,2,2,3,5,3,1,1,2,2,2,2,1,2,3,2.76
CSE,3,23,Male,5,4,3,4,1,2,1,4,3,4,5,4,2,4,4,4,3,3,3,2,2,5,2,4,4,3.28
CSE,3,24,Male,5,1,4,1,4,5,5,4,4,4,1,4,1,4,2,4,4,4,1,2,4,2,2,2,2,3.04
CSE,3,26,Male,5,4,1,3,5,4,2,5,5,1,4,4,5,3,3,3,2,3,4,3,2,1,3,3,4,3.28
CSE,3,23,Male,3,3,5,5,5,5,5,5,4,4,1,5,5,5,3,4,5,2,1,3,5,5,3,1,4,3.84
CSE,3,23,Male,5,2,2,1,5,1,2,3,2,1,2,2,1,4,3,4,2,4,3,2,2,5,1,4,2,2.6
CSE,3,23,Male,5,4,4,5,4,3,4,4,3,3,3,4,4,3,4,4,4,4,5,3,4,3,4,3,4,3.8
CSE,3,23,Male,5,5,2,1,2,5,5,5,2,5,5,2,3,3,4,3,3,3,3,3,4,3,4,5,5,3.6
CSE,3,24,Male,5,4,1,4,5,5,5,5,5,2,4,4,1,5,2,5,1,5,1,1,1,4,4,4,5,3.52
CSE,3,23,Male,5,5,2,1,2,4,5,5,5,2,2,3,3,3,2,3,2,3,3,3,3,5,3,5,5,3.36
CSE,3,24,Male,5,3,5,3,3,1,5,4,3,3,1,2,1,4,3,4,2,4,1,4,3,3,2,4,3,3.04
CSE,3,23,Female,5,3,3,4,3,5,3,5,3,3,2,2,3,3,5,3,1,3,2,3,3,2,3,1,1,2.96
CSE,3,22,Female,5,2,5,1,5,1,4,4,4,3,2,2,1,2,1,4,2,2,2,1,2,4,2,4,2,2.68
CSE,3,23,Male,5,3,1,1,4,3,1,2,3,2,4,2,2,2,3,4,2,2,2,2,2,2,2,4,3,2.52
CSE,3,23,Female,5,3,5,1,5,1,1,2,3,3,4,2,2,2,3,2,2,2,2,2,2,2,2,4,4,2.64
CSE,3,21,Male,3,2,3,4,4,3,2,4,2,4,2,2,2,4,4,2,1,2,3,5,4,2,3,2,4,2.92
CSE,3,21,Male,5,5,3,4,5,5,4,4,3,5,4,2,3,4,3,5,1,4,4,3,3,4,4,5,4,3.84
CSE,3,21,Male,3,5,1,2,5,3,4,3,4,3,5,4,2,3,4,5,4,5,3,3,2,2,4,4,5,3.52
CSE,3,22,Male,5,5,4,5,4,5,5,5,4,3,1,5,2,5,2,3,3,3,1,1,1,3,3,5,5,3.52
CSE,3,21,Male,5,5,5,5,5,4,5,5,4,3,1,3,2,5,3,2,2,4,1,2,2,4,4,5,2,3.52
CSE,3,22,Male,1,5,1,4,3,1,5,3,3,3,5,2,4,4,1,1,3,3,2,4,3,4,4,5,5,3.16
CSE,3,22,Male,5,3,4,3,5,4,4,5,3,3,5,3,3,4,3,4,2,3,2,3,3,3,2,3,2,3.36
CSE,3,21,Male,5,5,1,2,5,3,4,3,4,3,5,4,2,3,4,5,4,4,3,3,2,2,4,4,1,3.4
CSE,3,21,Male,5,5,5,4,2,5,5,5,5,4,5,3,2,2,5,4,4,4,3,4,2,2,4,4,4,3.88
CSE,3,22,Male,5,4,1,1,5,3,5,4,3,3,3,4,5,1,4,5,3,5,3,2,1,4,4,3,5,3.44
CSE,3,21,Male,5,4,5,1,5,5,5,4,4,2,5,1,1,2,2,2,1,1,2,2,1,2,3,3,4,2.88
CSE,3,25,Male,3,5,5,1,5,1,1,1,1,5,1,1,5,1,2,1,1,1,1,1,1,1,4,5,4,2.32
CSE,3,21,Female,1,4,5,1,5,1,4,2,2,4,1,2,1,4,4,2,2,2,2,2,3,2,4,4,1,2.6
CSE,3,21,Male,5,1,1,1,5,5,5,4,3,3,5,4,1,1,3,1,3,2,2,2,1,2,2,3,3,2.72
CSE,2,21,Male,5,2,1,3,3,3,4,2,3,4,2,2,1,3,3,2,2,2,1,2,3,3,2,2,2,2.48
CSE,2,21,Male,1,4,1,1,1,1,4,5,4,5,1,4,1,5,2,2,2,2,5,2,2,4,2,5,1,2.68
CSE,2,21,Female,5,2,2,3,1,3,4,2,3,4,4,1,3,3,2,2,2,1,2,3,3,3,2,2,2,2.56
CSE,2,21,Female,5,2,2,1,4,4,4,2,3,4,4,3,3,2,2,2,1,2,3,3,3,2,2,2,2,2.68
CSE,2,21,Female,5,2,2,1,3,3,3,2,3,4,4,3,3,2,2,2,1,2,3,3,3,2,2,2,2,2.56
CSE,2,21,Male,5,4,3,4,5,4,4,4,3,4,4,2,3,4,3,4,4,2,2,4,3,2,2,4,3,3.44
CSE,2,21,Male,5,1,5,2,1,1,4,4,2,4,2,2,1,2,2,2,2,2,1,2,2,2,2,3,2,2.32
CSE,2,21,Male,5,1,5,2,1,1,4,4,2,4,2,2,1,2,2,2,2,2,1,2,2,2,2,3,2,2.32
CSE,2,23,Male,5,1,4,2,1,1,4,4,2,4,2,2,1,2,2,2,2,2,2,1,2,2,2,3,2,2.28
CSE,2,23,Male,5,4,4,5,3,2,3,2,2,2,3,2,2,2,2,3,1,2,3,3,2,3,2,2,2,2.64
CSE,2,23,Female,5,3,2,2,2,1,4,2,3,2,2,2,2,3,2,2,2,1,2,3,2,3,3,2,2,2.36
CSE,2,23,Male,5,3,2,2,3,1,4,2,3,2,2,2,2,3,2,2,2,1,2,3,2,3,3,2,2,2.4
CSE,2,21,Male,5,3,2,2,2,1,4,2,3,2,2,2,2,3,2,2,2,1,2,3,2,3,3,2,2,2.36
CSE,2,21,Male,5,1,1,4,5,5,5,4,4,5,4,2,1,3,1,4,3,2,4,2,3,4,5,5,5,3.48
CSE,2,21,Female,5,1,5,2,4,1,4,4,2,4,2,2,1,2,2,2,2,2,2,2,2,2,2,4,4,2.6
CSE,2,21,Female,5,1,5,2,1,1,4,4,2,4,2,2,1,2,2,2,2,2,1,2,2,2,2,3,2,2.32
CSE,2,21,Female,1,1,5,2,1,1,4,4,2,4,2,2,1,2,2,2,2,2,1,2,2,2,2,3,2,2.16
CSE,2,21,Male,5,1,5,2,1,1,4,4,2,4,2,2,1,2,2,2,2,2,1,2,2,2,2,3,2,2.32
CSE,2,21,Female,5,2,1,3,4,3,4,2,3,4,2,2,1,3,3,2,2,2,1,2,3,3,3,2,2,2.56
CSE,2,21,Male,1,2,5,1,2,4,1,3,1,3,4,5,5,3,3,1,4,4,2,2,3,2,3,2,1,2.68
CSE,2,23,Male,1,2,1,3,1,5,1,1,5,4,1,4,1,3,2,1,1,5,1,3,1,2,5,3,4,2.44
CSE,2,23,Male,1,1,5,2,1,4,1,1,2,3,4,2,4,1,2,4,4,4,1,4,5,4,4,2,1,2.68
CSE,2,21,Male,1,2,5,5,1,4,1,3,1,3,4,5,5,2,3,3,1,1,4,4,2,2,3,2,4,2.84
CSE,2,19,Male,1,2,5,5,1,4,1,3,1,3,4,5,5,3,3,1,4,4,2,2,3,2,4,2,1,2.84
CSE,2,21,Male,1,2,5,1,5,1,1,4,1,4,5,4,4,3,3,1,4,4,2,2,2,3,2,4,2,2.8
CSE,2,21,Male,1,4,4,4,4,2,2,4,4,2,4,5,2,2,2,2,3,2,3,4,2,1,3,2,2,2.8
CSE,2,23,Male,1,5,3,5,1,1,5,1,2,4,4,2,5,4,1,1,3,4,3,4,1,1,1,1,2,2.6
CSE,2,23,Male,1,5,5,4,5,4,2,1,2,3,5,5,5,5,4,1,5,5,1,3,2,2,4,4,1,3.36
CSE,2,23,Male,1,2,3,1,2,3,2,1,2,1,2,1,2,3,4,5,4,5,4,5,4,4,5,2,4,2.88
CSE,2,23,Male,1,2,3,2,3,3,4,1,2,1,1,2,1,2,1,3,4,5,4,5,3,3,4,2,1,2.52
CSE,2,24,Male,2,1,3,2,2,2,5,1,1,2,1,2,5,4,4,5,2,2,2,3,2,3,3,1,1,2.44
CSE,2,24,Female,1,2,1,2,1,4,5,1,2,3,2,5,4,3,1,2,1,3,1,2,3,1,4,2,3,2.36
CSE,2,23,Female,1,2,1,2,3,4,2,1,2,1,2,3,1,3,2,2,3,4,5,5,4,5,3,2,1,2.56
CSE,2,22,Female,1,2,1,2,1,3,5,2,3,4,2,1,2,2,1,3,2,3,5,4,5,4,4,4,5,2.84
CSE,2,23,Female,1,2,1,2,3,2,5,1,2,1,2,4,5,2,3,3,3,2,3,2,3,4,2,4,5,2.68
CSE,1,23,Male,5,3,1,1,5,3,5,2,2,2,5,1,1,3,1,1,1,1,3,3,3,3,1,3,5,2.56
CSE,1,19,Male,5,5,3,1,5,1,2,3,1,1,1,1,1,5,1,1,1,1,5,4,3,1,3,2,5,2.48
CSE,1,19,Male,3,5,1,3,5,1,4,3,2,4,4,2,1,4,4,3,2,2,2,2,3,2,2,4,4,2.88
CSE,1,18,Male,5,3,1,1,5,3,5,2,2,2,5,1,1,3,1,1,1,1,3,3,3,3,1,3,5,2.56
CSE,1,19,Male,5,3,1,1,5,3,5,2,2,2,5,1,1,3,5,2,2,2,4,5,3,1,3,5,4,3
CSE,1,19,Male,5,3,1,1,5,3,5,3,3,4,5,1,1,3,3,5,4,1,1,3,3,3,1,3,5,3
CSE,1,21,Male,5,3,1,3,5,4,5,4,1,5,5,1,1,3,4,5,4,1,1,2,3,3,5,4,5,3.32
CSE,1,21,Male,5,1,1,4,5,3,5,4,4,4,3,1,3,2,4,2,2,2,4,5,3,3,2,1,3,3.04
CSE,1,19,Male,4,1,1,2,5,5,5,5,2,5,5,3,1,3,4,4,5,2,2,2,4,2,4,4,3,3.32
CSE,1,19,Male,5,1,2,3,5,5,2,4,5,4,5,5,5,5,4,5,3,2,2,5,3,3,3,3,5,3.76
CSE,1,19,Male,5,3,5,4,3,2,5,4,5,3,4,5,5,5,4,5,3,2,2,3,5,4,5,3,3,3.88
CSE,1,23,Male,5,4,5,3,1,5,4,4,4,4,3,1,3,2,4,2,2,2,2,5,3,2,5,4,1,3.2
CSE,1,18,Male,5,1,1,4,1,1,5,4,5,4,5,3,5,5,4,3,5,5,4,2,2,5,3,5,5,3.68
CSE,1,18,Male,5,5,1,1,3,1,5,4,3,4,4,3,1,3,2,4,5,5,3,3,4,3,5,1,4,3.28
CSE,1,18,Male,4,4,3,5,4,1,3,3,4,4,4,3,1,3,2,4,5,5,4,3,5,3,2,1,3,3.32
CSE,1,18,Male,5,2,1,4,5,1,5,4,5,4,5,3,5,4,3,5,5,4,2,2,4,4,3,4,4,3.72
CSE,1,18,Male,5,2,1,3,4,4,5,3,4,4,5,2,5,3,4,4,4,2,2,4,4,3,5,5,5,3.68
CSE,1,19,Male,5,1,5,1,5,4,5,4,1,5,3,3,2,2,4,4,2,2,2,3,4,4,4,4,4,3.32
CSE,1,23,Male,5,5,4,1,5,1,5,3,4,5,5,4,1,1,4,3,3,3,5,4,4,5,4,3,4,3.64
CSE,1,19,Female,5,5,1,1,5,4,5,3,4,5,5,4,1,1,4,5,5,4,4,5,4,3,5,5,1,3.76
CSE,1,19,Female,5,4,3,4,4,3,5,5,4,4,4,2,1,5,5,4,4,1,3,5,4,5,3,5,3,3.8
CSE,1,19,Female,5,2,1,1,5,4,5,3,4,5,5,4,1,3,1,4,2,2,2,1,2,5,4,3,4,3.12
CSE,1,23,Female,5,1,5,4,5,4,5,5,4,5,5,1,1,4,5,1,4,1,1,5,2,5,5,5,1,3.56
CSE,1,19,Female,3,2,5,1,5,4,3,4,2,4,3,1,4,1,4,4,1,2,3,2,1,5,4,5,5,3.12
CSE,1,18,Female,5,2,1,1,5,1,2,3,5,4,2,1,2,3,2,2,2,1,3,5,4,3,1,3,5,2.72
CSE,1,18,Female,5,5,5,3,4,2,4,5,4,4,3,1,1,2,3,3,2,4,2,2,2,3,2,5,5,3.24
CSE,1,19,Female,5,5,5,3,4,4,5,2,2,3,4,5,5,4,3,4,3,4,3,3,3,3,3,4,4,3.72
CSE,1,19,Male,5,4,5,3,5,4,5,4,5,4,5,1,1,5,5,4,4,4,5,5,4,4,3,5,5,4.16
CSE,1,19,Male,5,2,1,2,5,4,5,4,5,4,5,4,5,4,3,5,5,4,2,2,4,4,3,5,5,3.88
CSE,1,23,Male,2,1,1,5,5,1,5,5,3,3,3,5,2,2,4,4,2,1,4,1,5,5,5,3,4,3.24
CSE,1,23,Male,5,4,5,1,5,4,5,4,4,4,5,2,2,5,4,4,3,2,2,2,4,5,4,3,4,3.68
CSE,1,18,Male,5,4,5,1,5,4,4,5,1,4,4,3,1,1,5,3,3,1,3,5,2,1,3,5,1,3.16
CSE,1,18,Male,5,1,1,2,5,5,1,2,2,5,4,2,1,3,1,3,2,3,1,1,5,3,4,5,3,2.8
CSE,1,18,Male,5,4,5,1,5,4,4,4,4,4,3,1,3,2,5,1,3,5,3,5,3,4,3,5,4,3.6
CSE,1,18,Male,5,5,4,1,5,3,5,2,2,1,3,3,3,3,5,3,1,2,2,5,5,3,5,4,3,3.32
CSE,1,23,Male,5,5,1,1,3,1,5,5,1,4,1,1,5,3,1,3,5,1,3,3,4,5,1,3,2,2.88
CSE,1,23,Male,5,2,1,1,5,2,5,2,2,2,5,1,1,3,5,4,5,5,3,3,3,3,1,3,4,3.04
CSE,1,19,Male,5,5,1,1,4,1,5,4,2,1,3,2,1,5,5,5,2,1,1,3,3,5,1,3,5,2.96
CSE,1,18,Male,5,2,1,2,5,4,5,5,4,3,3,4,4,4,5,2,1,1,3,3,5,1,4,5,4,3.4
CSE,1,18,Female,5,1,1,4,5,1,5,4,3,4,5,3,2,4,4,2,2,5,5,4,5,3,3,4,4,3.52
CSE,1,18,Female,5,5,1,1,5,4,5,4,1,2,2,5,5,3,5,2,2,1,4,4,2,2,2,4,4,3.2
CSE,1,18,Female,5,5,1,1,5,4,5,2,2,1,5,4,1,1,4,3,3,3,1,3,5,4,3,4,4,3.16
CSE,1,18,Male,5,5,4,1,5,1,4,4,2,4,4,2,2,2,4,4,2,2,2,1,1,5,4,4,3,3.08
CSE,1,19,Female,5,5,1,5,1,5,4,5,5,3,3,2,3,5,5,5,5,4,4,3,3,3,5,5,1,3.8
CSE,1,19,Female,5,2,1,1,5,4,5,3,4,5,5,4,1,3,1,4,2,2,2,1,2,5,4,3,4,3.12
CSE,1,19,Male,5,5,2,1,5,1,5,4,3,4,4,2,2,3,3,5,5,4,4,5,4,3,3,3,4,3.56
CSE,1,23,Female,5,1,1,1,5,1,5,4,2,4,4,2,2,4,4,5,4,5,3,4,5,3,2,3,4,3.32
CSE,1,19,Female,5,4,5,3,2,1,5,2,2,4,2,5,4,2,3,3,4,2,2,3,1,5,4,1,5,3.16
CSE,1,19,Male,3,5,5,5,5,5,5,4,2,2,3,2,3,4,2,4,2,2,4,3,3,3,3,3,2,3.36
CSE,1,23,Male,1,2,3,1,2,1,4,1,2,1,4,4,5,5,3,3,4,3,4,1,1,2,1,3,1,2.48
CSE,1,23,Female,1,2,1,2,1,3,5,1,2,1,3,4,5,4,4,5,4,3,1,4,1,1,3,3,3,2.68
CSE,1,23,Female,2,1,2,1,3,5,4,1,2,2,3,4,5,2,3,3,2,3,2,3,2,5,2,5,4,2.84
CSE,1,23,Female,1,2,3,4,5,3,4,1,2,1,4,1,3,4,5,3,4,2,1,3,2,3,2,4,5,2.88
CSE,1,23,Male,1,2,1,3,2,3,4,1,2,1,2,4,2,2,3,2,3,3,2,4,2,4,2,4,5,2.56
CSE,1,23,Male,1,2,1,5,4,3,3,2,4,5,2,1,2,1,2,1,2,1,3,1,5,1,2,2,1,2.28
CSE,1,23,Male,2,2,3,2,3,1,2,5,4,4,2,3,2,3,2,1,1,2,1,2,1,4,4,5,2,2.52
CSE,1,19,Male,2,4,1,3,2,4,1,1,2,3,1,3,2,5,2,4,1,3,1,4,1,2,2,3,1,2.32
CSE,1,23,Male,5,5,1,1,3,5,3,1,5,4,3,4,4,3,1,5,3,3,1,4,4,3,2,2,2,3.08
Statistics,4,20,Male,5,2,2,5,4,4,1,2,2,2,5,4,3,2,1,2,1,2,3,2,1,2,5,4,3,2.76
Statistics,4,21,Male,4,3,5,5,2,5,5,1,2,4,5,1,1,2,4,5,5,3,2,2,1,1,3,5,5,3.24
Statistics,4,21,Male,3,2,2,2,2,3,5,5,4,4,2,1,1,2,5,4,2,4,2,4,2,1,1,2,5,2.8
Statistics,4,22,Male,1,1,5,5,1,4,4,5,5,3,3,4,2,4,4,2,2,5,5,5,2,2,4,4,4,3.44
Statistics,4,22,Male,2,3,5,5,3,5,2,5,3,3,5,5,4,4,4,3,2,2,2,1,1,2,2,2,4,3.16
Statistics,4,23,Male,3,5,5,2,2,5,5,5,5,3,2,2,2,4,4,3,5,5,5,3,2,4,5,2,3,3.64
Statistics,4,21,Male,2,4,3,2,2,2,4,2,2,2,2,2,1,1,2,2,3,3,3,3,2,2,3,3,4,2.44
Statistics,2,21,Male,2,2,3,5,2,2,3,3,3,2,3,2,3,3,2,5,5,2,1,2,1,2,1,2,1,2.48
Statistics,2,21,Male,1,3,3,3,3,3,2,2,1,3,3,4,3,2,3,3,1,1,2,2,3,1,2,2,2,2.32
Statistics,2,21,Male,2,3,3,4,4,4,4,2,2,1,1,2,2,2,2,4,4,4,4,5,5,5,5,2,1,3.08
Statistics,2,21,Male,3,3,3,5,3,5,5,4,5,5,3,2,1,1,1,2,2,2,2,2,1,1,2,3,4,2.8
